rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
87;6dc514e65454ca2a;4758b776b12395b0;bd5424675976ece8;2024-10-15T12:44:16.000Z;Ik vind dat ze dat dan eens wereldkundig moeten gaan maken, dat ze aangeklaagd kunnen gaan worden door alle acteurs. Vind dat alle blanken bij de NOS ook maar plaats moeten gaan maken voor de door hun aanbeden vreemdelingen in voor hun vreemde landen.;;;;7;vreemdelingen;2024-10-18 16_04_37.370274;0.456003874540329;0.007155101280659;0.000167872538441;0.000237116764765;0.000091980204161;0.659571051597595;0.000325866451021;1. Against immigration, migrants, foreigners, refugees, or Muslims.
88;ae4ded1a3e570e78;44259585910dbbda;720735843faa701f;2024-10-09T09:05:21.000Z;'De Staat heeft de christelijke en natuurrechtelijke plicht om vreemdelingen gastvrijheid te verlenen. Volkeren die weigeren om vreemdelingen toe te laten handelen barbaars en onnatuurlijk', aldus Hugo de Groot in 1615.;;;;50;vreemdelingen;2024-10-18 16_04_37.370274;0.005686232820153;0.000003212823003;0.000000217265438;0.000015688934582;0.000006330770702;0.001929113757796;0.000009573087482;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
89;c265659624b28eab;3a486e560b969e7c;a49f843eecde7713;2024-10-04T22:33:16.000Z;"Vlaams Belang houdt lijsttrekker die aanklaagt ‘dat vreemdelingen een gratis fiets krijgen’ weg van debat in Houthulst: “Ik heb nog niet alle dossierkennis”
Trumpiaans. Maar  idioten die dit geloven zijn rap gevonden";;;;21;vreemdelingen;2024-10-18 16_04_37.370274;0.697889685630798;0.000014769740119;0.000058937468566;0.001603431068361;0.000732609129045;0.113351777195930;0.000567237031646;1. Against immigration, migrants, foreigners, refugees, or Muslims.
90;541dbce3cb5cc875;b5fa84ae88efc2d9;a77847a82e94425c;2024-10-12T06:51:33.000Z;"Paniek!!! 
Vluchtelingen! Vreemdelingen!

#pvv";;;1;36;vreemdelingen;2024-10-18 16_04_37.370274;0.043235387653112;0.000153469445650;0.000009397189388;0.000014606136574;0.000012953268197;0.004631685093045;0.000037057350710;1. Against immigration, migrants, foreigners, refugees, or Muslims.
91;2233b6146cee16e7;c32592d511a78e96;495f2c9f2230f006;2024-09-25T15:35:31.000Z;Loop de lift uit, en zie dat Diederik Boomsma aan het woord is in het debat over het vreemdelingen- en asielbeleid. Heel belangrijk dus ik plaats zijn bijdrage als ik in de trein zit. #NSC #TweedeKamer;;;8;1,5K;vreemdelingen;2024-10-18 16_04_37.370274;0.006395937409252;0.000003001709274;0.000178011934622;0.000050636994274;0.000023697237339;0.004322561435401;0.000122697514598;5. Is neutral.
92;9702bdd3eec8ee7e;87bad685b0d796c2;c80ab9613c7f308b;2024-10-16T22:21:13.000Z;In Den Haag zijn twee boswachters voltijds in de weer met in het Westland ontslagen vreemdelingen die in de parken bivarkeren.;1.0;1;1;499;vreemdelingen;2024-10-18 16_04_37.370274;0.043504353612661;0.000003105152700;0.000011101104974;0.000038415346353;0.000005876203431;0.009438036940992;0.000111964400276;5. Is neutral.
93;2e1fe5c98efe4b0e;9fe121aceaaa1450;098e90a22fad3a2f;2024-10-02T14:50:47.000Z;Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;11.0;13;108;1,7K;vreemdelingen;2024-10-18 16_04_37.370274;0.148167997598648;0.001308147097006;0.000690049026161;0.000208980913157;0.000121717937873;0.145442485809326;0.000692150730174;5. Is neutral.
94;1bdb1b56ff13c5d6;eb27d253723c2e85;6bcacec1880450ad;2024-10-08T13:54:04.000Z;"Jantje : “papa waarom zijn er zoveel vreemdelingen op straat?”
Papa: “omdat de Belgen op hun werk zitten.”";11.0;34;238;3,3K;vreemdelingen;2024-10-18 16_04_37.370274;0.058269593864679;0.000013818923435;0.000001289186798;0.000081428341218;0.000209742240258;0.000349597888999;0.000025072718927;1. Against immigration, migrants, foreigners, refugees, or Muslims.
95;631a195b5ddd9be8;29f9bb5a72c28435;d3beb2d718ef0c2b;2024-10-15T21:15:10.000Z;Wij kunnen onze vreemdelingen ook naar Amerika sturen . Hoe meer hoe liever daar dienen ze voor fraude bij verkiezingen president.;;;;21;vreemdelingen;2024-10-18 16_04_37.370274;0.437198072671890;0.000288769660983;0.000095323426649;0.000134093192173;0.000044791951950;0.125207975506783;0.000157284855959;1. Against immigration, migrants, foreigners, refugees, or Muslims.
96;b466ec2db7e5516b;21c3ead692487993;94116ec47b3b9c8b;2024-10-04T06:48:52.000Z;Ik snap echt niet dat er ophef is over die borden met inspirerende teksten bij AZCs. Bij de buren hadden ze eerder bij opvangplekken voor ongewenste vreemdelingen kunstig versierd smeedwerk met opbeurende boodschappen.  Zoals dat hard werken goed voor je is.;4.0;2;27;717;vreemdelingen;2024-10-18 16_04_37.370274;0.059786666184664;0.000002056832500;0.000129983964143;0.000001365616299;0.000000492117579;0.002986359177157;0.000064315187046;5. Is neutral.
97;00841f84756d85b7;9fe121aceaaa1450;098e90a22fad3a2f;2024-09-29T08:50:00.000Z;De Nederlandse overheid heeft de regeling voor de vertrekbonus van ongewenste vreemdelingen aangepast. Alleenstaande vreemdelingen die vrijwillig het land verlaten, kunnen rekenen op een hogere financiële tegemoetkoming dan voorheen.;28.0;9;21;1,4K;vreemdelingen;2024-10-18 16_04_37.370274;0.001619476941414;0.000083958162577;0.001056748675182;0.000003278193390;0.000007337157513;0.008269786834717;0.000367118016584;5. Is neutral.
98;596b49354c1323f8;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:21:24.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan: geen 'bed-bad-broodregeling', maar illegaliteit en hulp erbij strafbaar stellen en uitzetten!;8.0;26;251;2,2K;vreemdelingen;2024-10-18 16_04_37.370274;0.288697570562363;0.003008038736880;0.000055164655350;0.000014175443539;0.000042205094360;0.272845864295959;0.000627693312708;1. Against immigration, migrants, foreigners, refugees, or Muslims.
99;21c115f6327496ec;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:18:19.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan, uitzetten en inreisverbod opleggen!;3.0;21;63;1,1K;vreemdelingen;2024-10-18 16_04_37.370274;0.795617759227753;0.007754245772958;0.000002729298103;0.000004997138149;0.000003294867383;0.583862483501434;0.000691116903908;1. Against immigration, migrants, foreigners, refugees, or Muslims.
100;a437dd1676bb3b2b;ac3526a15ba26d7e;e4916340ec1f316f;2024-09-29T15:12:06.000Z;"Troy Hawkes thingie op Youtube is dat hij zeer goed gekleed en met een prachtig Brits accent vreemdelingen complimenten geeft. Ik heb veel van hem geleerd. Makes me happy.

THE DUTCH!!";1.0;;1;371;vreemdelingen;2024-10-18 16_04_37.370274;0.001750155817717;0.000011948450265;0.000004256201009;0.001451959717087;0.000015723611796;0.000404528342187;0.000031217179639;5. Is neutral.
101;eada2e42490676c6;9fe121aceaaa1450;098e90a22fad3a2f;2024-09-26T07:00:00.000Z;"""Niet de terroristische aanslag onder de Erasmusbrug was een nare daad. Nee. Politici die het mogelijk maken dat vreemdelingen en hun nazaten hier moord en islam zaaien, plegen nare daden.""

Lees nu meer!";1.0;34;96;1,1K;vreemdelingen;2024-10-18 16_04_37.370274;0.363567650318146;0.000031579726055;0.000013349629626;0.000189012891497;0.000045932589273;0.246075972914696;0.001594883739017;1. Against immigration, migrants, foreigners, refugees, or Muslims.
102;ae1c62bc0aa1e380;e5e26310768eede9;63580d9ca6965007;2024-10-13T01:21:18.000Z;"(terecht) Bang zijn van vreemdelingen is ""racisme"".

Iemand met een andere mening uitschelden en de hand weigeren is ""progressief"". 

@groen moet compleet gedecimeerd worden. Maar die @_nadianaji zorgt daar wel eigenhandig voor.";3.0;2;62;1,4K;vreemdelingen;2024-10-18 16_04_37.370274;0.457511246204376;0.294555246829987;0.000013523602320;0.000267235038336;0.000005711452559;0.888348162174225;0.001253369031474;1. Against immigration, migrants, foreigners, refugees, or Muslims.
103;442fe04e3f710925;cf672d5ba48061bc;26318ceefa5be0fb;2020-08-11T09:26:00.000Z;"Nederland was zo’n mooi land met gezinnen en vrienden genietend op stranden en aan meertjes. 

Nu wordt er geschoten en gestoken. De stranden lijken wel Marokko of Turkije. We zijn vreemdelingen in ons eigen land geworden.

We moeten NL terugveroveren.
Met man en macht.  #PVV2021";456.0;1,1K;4,2K;/geertwilderspvv###/geertwilderspvv###/geertwilderspvv/status/1293116448366305280###/hashtag/PVV2021?src=hashtag_click;vreemdelingen;2024-10-18 16_04_37.370274;0.304921835660934;0.033228263258934;0.000051366576372;0.000024303717510;0.000008185245861;0.393588840961456;0.008280658163130;1. Against immigration, migrants, foreigners, refugees, or Muslims.
104;5aceffed50298d39;cb7c9f5200f6c4ad;9dfb9ffc0c9ecdc8;2024-09-28T07:57:56.000Z;Veel Vlaams Belang-stemmers in armoede of arbeidersposities denken dat hun tekort aan middelen door vreemdelingen komt, terwijl het neoliberalisme de laatste 10 jaar juist sterker is geworden. Elke bespaarde euro op migratie zou echter naar bedrijven stromen van Huts en co.;8.0;5;21;1,1K;vreemdelingen;2024-10-18 16_04_37.370274;0.100197233259678;0.000113936453999;0.000451922795037;0.000243104179390;0.000053607149312;0.022776782512665;0.000371067086235;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
105;f53e7d4fad0dedb1;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-18T08:11:24.000Z;"Schering en inslag. Iedere dag weer. Gewoon in Ierland.

Maar Von der Leyen houdt alleen vreemdelingen aan de Russische grens tegen. Om de Russen te pesten.

Ondertussen gaat Europa kapot.";;;;22;vreemdelingen;2024-10-18 16_04_37.370274;0.347950905561447;0.001406901516020;0.000013143418073;0.001299767871387;0.000301242660498;0.403118968009949;0.000831653771456;1. Against immigration, migrants, foreigners, refugees, or Muslims.
106;17eaf54a07dd9699;dbbb749dbd744273;ce55676ec039f62e;2024-10-08T09:45:01.000Z;De gemeente Rotterdam stopt vanaf januari met de bed-bad-broodregeling, de opvang en begeleiding van vreemdelingen die geen verblijfsvergunning hebben, maar niet kunnen worden uitgezet. Een pijnlijk besluit waardoor 45 mensen op straat komen te staan. De schuld hiervan mag echter;14.0;3;5;3,8K;vreemdelingen;2024-10-18 16_04_37.370274;0.025783397257328;0.000071609007136;0.000651680224109;0.000066067324951;0.000005678036359;0.063375286757946;0.000233016529819;5. Is neutral.
107;72edae783c7d90bf;5b2ab6f43d9bee59;ee5a48f57d345fcd;2019-06-23T11:55:09.000Z;Marechaussee vindt 18 vreemdelingen in vrachtwagen Rotterdam;16.0;23;26;/NOS###/NOS###/NOS/status/1142763018402574336###https://t.co/W1jAnC3GXO###https://t.co/W1jAnC3GXO;vreemdelingen;2024-10-18 16_04_37.370274;0.138427540659904;0.000164954370121;0.000028122878575;0.002797299996018;0.000489999598358;0.079050973057747;0.003055740147829;5. Is neutral.
108;e59743bbb1f443d5;8c461f93065cde1d;96bfbf729bc390d9;2024-10-18T02:38:59.000Z;Vlamingen zijn prutsers die kruipen voor Joden, Moslims, Franstaligen, Walen, ... Vreemdelingen,  enkel hun eigen volk kunnen ze kleineren.;;;1;5;vreemdelingen;2024-10-18 16_04_37.370274;0.951190590858460;0.000009733515981;0.000022981379516;0.000060949361796;0.000011644718143;0.019492108374834;0.000021258574634;1. Against immigration, migrants, foreigners, refugees, or Muslims.
109;13952e15fbb6483c;f8172f049cf26bba;2f0f9fc769281523;2024-10-01T10:04:36.000Z;Voor mij is niet zozeer de vraag of NVA de VLD-behandeling gaat krijgen, maar wanneer. Het begint toch al bij velen te dagen dat voor NVA 'vreemdelingen niet écht welkom' belangrijker is dan economische vrijheid, maar we zijn nog niet op het punt vd veralgemeende vitriole haat.;5.0;2;18;2,5K;vreemdelingen;2024-10-18 16_04_37.370274;0.009023974649608;0.000047911966249;0.000053450126870;0.000006973100881;0.000004215739409;0.022413568571210;0.000772721134126;1. Against immigration, migrants, foreigners, refugees, or Muslims.
110;09daeac34734fe48;ad3690cb083551a3;acc0c9db74b8f962;2024-10-13T10:43:04.000Z;"Als haar uitspraken gebaseerd zijn op feiten, is het dan nog polariserend of racistisch?
Vreemdelingen zijn zwaar oververtegenwoordigd in onze gevangenissen en nog sterker bij kleine misdrijven. Dat zijn feiten.
Met ontkenning gaan we echt niets oplossen, wel met duiding.";3.0;1;18;202;vreemdelingen;2024-10-18 16_04_37.370274;0.018262721598148;0.000008225185411;0.000017948703317;0.000040764920413;0.000007680184353;0.009411344304681;0.000187691461178;1. Against immigration, migrants, foreigners, refugees, or Muslims.
111;2bb830ee311ab418;5b2ab6f43d9bee59;ee5a48f57d345fcd;2017-06-08T21:47:01.000Z;Amsterdam gaat opvang vreemdelingen beperken http://nos.nl/l/2177263;7.0;6;8;/NOS###/NOS###/NOS/status/872933005920174081###https://t.co/a3MgL2za1N;vreemdelingen;2024-10-18 16_04_37.370274;0.017419910058379;0.000027009478799;0.000027847569072;0.000028154756365;0.000009193918231;0.003786601591855;0.000240887806285;5. Is neutral.
112;10b71a38a68bcaa6;5b2ab6f43d9bee59;ee5a48f57d345fcd;2020-03-30T15:01:02.000Z;Vreemdelingen vrijgelaten uit detentie vanwege coronacrisis;139.0;183;71;/NOS###/NOS###/NOS/status/1244640786614026249###https://t.co/5N6guoFtdx###https://t.co/5N6guoFtdx;vreemdelingen;2024-10-18 16_04_37.370274;0.014589535072446;0.000203782823519;0.000055577736930;0.000164403842064;0.000011822611668;0.001913355896249;0.000066899941885;5. Is neutral.
113;efe6416b41acd5f7;991d78b84666fdd4;1920d51d01f57877;2024-10-17T08:10:10.000Z;"#StaatvanMigratie 2024 - Hoeveel vreemdelingen vragen uitstel van vertrek aan vanwege een medische aandoening of ziekte? 

Zie pagina 128 van de Staat van Migratie: http://dienstterugkeerenvertrek.nl/actueel/nieuws/2024/06/14/staat-van-migratie-2024…

Hoe werkt uitstel van vertrek bij ziekte:
http://vreemdelingenvisie.nl/vreemdelingenvisie/2022/02/medisch-vertrek…
#DTenV #IND #migratie";;;;226;vreemdelingen;2024-10-18 16_04_37.370274;0.001374528277665;0.000327462505084;0.000129033316625;0.000002432241445;0.000033519601857;0.000846357143018;0.000056370761740;5. Is neutral.
114;58f59dd5ac52f862;510f10613794d31c;e73ceb9908497836;2024-10-10T17:48:30.000Z;Zou het kunnen dat er steeds meer vreemdelingen en steeds minder Antwerpenaren in Antwerpen leven? Zet die donkerrode bril eens af en zie de realiteit!;2.0;;9;112;vreemdelingen;2024-10-18 16_04_37.370274;0.147804290056229;0.005056527908891;0.000350938586053;0.000001803816417;0.000001235091418;0.047710224986076;0.000221497888560;1. Against immigration, migrants, foreigners, refugees, or Muslims.
115;77724aec97eee87d;5b2ab6f43d9bee59;ee5a48f57d345fcd;2019-02-16T12:02:03.000Z;24-uursopvang voor vreemdelingen in Amsterdam;27.0;10;10;/NOS###/NOS###/NOS/status/1096741492905963520###https://t.co/ODXg8XZwpr###https://t.co/ODXg8XZwpr;vreemdelingen;2024-10-18 16_04_37.370274;0.005453871097416;0.000031363993912;0.000074777599366;0.000154694615048;0.000294371944619;0.001940978807397;0.000514934305102;5. Is neutral.
116;0305f84dfa46dfd6;d62ab489c56cc561;ac25837524e33e49;2024-10-14T11:38:59.000Z;Hoezo vreemdelingen haten?! #JeBentNietGoedWijs.;;;4;99;vreemdelingen;2024-10-18 16_04_37.370274;0.088126145303249;0.000000160454675;0.000006263421255;0.000011011963579;0.000009516087630;0.000119589916721;0.000001113428880;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
117;7053b647c5c49170;21c3ead692487993;94116ec47b3b9c8b;2024-10-17T15:11:31.000Z;We zitten met een kabinet dat maar één focus heeft: zoveel mogelijk 'vreemdelingen' eruit, zo weinig mogelijk erin. Ondertussen zijn er andere brandende kwesties, waaronder prominent de zorg, die acute aandacht verdienen van bekwame mensen.;1.0;;3;69;vreemdelingen;2024-10-18 16_04_37.370274;0.013115794397891;0.000114858106826;0.000283073633909;0.000007514942354;0.000011211304809;0.038859330117702;0.000294689496513;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
118;6c78d157c5f506b5;4d8ca8e59c813f36;40452e7de7c1678f;2024-10-14T09:45:33.000Z;Is er sprake van (echte) haat jegens vreemdelingen? Waar blijkt dat uit? Is dit onderzocht? En hoe is het gesteld met de haat van vreemdelingen jegens Nederlanders? In het verleden is dit wel onderzocht en de uitkomst viel niet mee.;;;3;19;vreemdelingen;2024-10-18 16_04_37.370274;0.013567310757935;0.000002827430762;0.000002480737976;0.000020517176381;0.000048714537115;0.005689949262887;0.000073500727012;6. Other: questions about hate towards foreigners.
119;156dc13d89d79785;1c5b6b5ffc79b16b;c9ff4f1fad3d3098;2024-10-18T08:36:55.000Z;"Want de HEER, uw God, is de hoogste God en Heer. Hij is de grote, de machtige, de ontzagwekkende God. Hij handelt zonder aanzien des persoons en is onomkoopbaar; hij verschaft weduwen en wezen recht, neemt vreemdelingen  ...  - Deuteronomium 10:17-18 https://dawo.nl/8696";;;;3;vreemdelingen;2024-10-18 16_04_37.370274;0.003186309710145;0.000014378032574;0.000005782354492;0.000120532808069;0.000104959814053;0.002009921241552;0.000705113867298;6. Other: Religious text without stance.
120;c7a43a1e8bba8a34;283c37ae9868ad0b;11f4919d0b746281;2024-10-15T09:47:56.000Z;"""Mijn hart bloedt"", doe er verdorie wat aan, je helpt mee met de vernietiging van Vlaanderen/België.
Maak een coalitie met het VB en de toevoer en grootheidswaanzin van de vreemdelingen moet/gaat stoppen.
Het is al zover gekomen dat de politiek liever de oudere generatie, DEGENE";;2;5;304;vreemdelingen;2024-10-18 16_04_37.370274;0.473532319068909;0.036353562027216;0.000512467639055;0.000205965770874;0.000021697605916;0.601858854293823;0.000884747947566;1. Against immigration, migrants, foreigners, refugees, or Muslims.
121;e58bc8fcd5cd6ec6;1277811e3659004b;246a0e4e872c6f79;2024-10-13T02:05:15.000Z;Zeggen dat er een probleem is met kleurlingen is geen racisme. Er is een probleem. Dat jullie dat feit aanhalen altijd blijven afdoen als racisme is vooral het probleem. We mogen in Vlaanderen elk probleem aanhalen. Maar niet dat met vreemdelingen, want dan is dat racisme;;;7;84;vreemdelingen;2024-10-18 16_04_37.370274;0.101282522082329;0.000008466529835;0.000123529374832;0.000016373034669;0.000006115891665;0.003213477088138;0.000033287415135;1. Against immigration, migrants, foreigners, refugees, or Muslims.
122;0cbf9875461f1949;ba754945e7fc4812;baf3f6daf54ac8b5;2024-10-18T08:07:49.000Z;Vice-premier van Italië moet zich nu al jaren alsmaar naar Palermo begeven om er te verschijnen voor een rechtbank op initiatief van een stel NGO's die de aanvoer van (illegale) vreemdelingen willen voortzetten en een minister die hun systeem wilde doorbreken politiek willen;8.0;25;103;3K;vreemdelingen;2024-10-18 16_04_37.370274;0.084856294095516;0.000077969940321;0.000106056249933;0.001134727150202;0.000283707777271;0.012729376554489;0.000124080223031;1. Against immigration, migrants, foreigners, refugees, or Muslims.
123;185a82b73fbcd3ea;67108926a031d3bd;4beca5d0a0479c1c;2024-10-14T11:56:00.000Z;Dus hij is niet vies van vreemdelingen alleen van roma???;;;6;635;vreemdelingen;2024-10-18 16_04_37.370274;0.235922932624817;0.000014593926608;0.000032301257306;0.000695390743203;0.000013652185771;0.015972178429365;0.000155146932229;1. Against immigration, migrants, foreigners, refugees, or Muslims.
124;e1e9e2a3a684652e;76b912dde5c63159;04dc399ad59a8a03;2024-10-18T10:25:04.000Z;Ze gaan onder Russische vlag vechten en niet onder Noord-Koreaanse vlag. Anders zou het Oekraïnse vreemdelingen legioen een rode vlag kunnen zijn.;;;3;70;vreemdelingen;2024-10-18 16_04_37.370274;0.043132558465004;0.000093982736871;0.000032024687243;0.000078361706983;0.000043982181523;0.141745865345001;0.000788366189227;5. Is neutral.
125;440f0e7c2a59187e;a04bddfadac0bc1d;798448fa907c839c;2024-10-14T20:08:23.000Z;Zou nooit een burgemeester willen zoals Hannes.  Turnhout is quasi verloren.  Een vuile stad vol vreemdelingen, junkies en dealers.   Hannes kan het niet.;2.0;;8;328;vreemdelingen;2024-10-18 16_04_37.370274;0.295317083597183;0.000023363718356;0.001073813997209;0.000404873077059;0.000194947104319;0.003667077980935;0.000468727113912;1. Against immigration, migrants, foreigners, refugees, or Muslims.
126;b5cef4d3f8fb8d24;d510f21b02b0cc5c;3b5423e91b606104;2024-10-13T15:19:09.000Z;"""Huh, maar in een democratie kies je toch gewoon de dictator die alles wat mis gaat afschuift op 'vreemdelingen'?""

Zie hier het probleem met domrechtse kiezers: zij hebben geen idee van wat termen als 'democratie' en 'rechtsstaat' betekenen.";;1;2;96;vreemdelingen;2024-10-18 16_04_37.370274;0.056618582457304;0.000005727303233;0.000002601355845;0.000098975804576;0.000149900282849;0.026338547468185;0.000157699483680;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
127;c866ea0392f8e5a2;85ce6b6da1451b18;5cfaf37dabd59733;2024-10-12T21:05:18.000Z;Die gepensioneerde dames hebben gelijk, het zijn vreemdelingen, dat werd vroeger ons zo gezegd! Nu moeten we nog zien hoe we de dingen noemen. Zelf die zwarte dame zei , dat de kleurlingen in de meerderheid zijn nu!!;;1;2;104;vreemdelingen;2024-10-18 16_04_37.370274;0.094923622906208;0.000015887788322;0.000170864645042;0.000459909409983;0.000050166203437;0.018238432705402;0.000236998777836;1. Against immigration, migrants, foreigners, refugees, or Muslims.
128;fafbee9574d025ff;50e98a278d9f498c;ddbb547b7042316e;2024-10-11T22:01:22.000Z;"Oh even over al die 'vreemdelingen' hier in Nederland. Wie begonnen? 
Buiten het uitbuiten van de Oost heeft men naderhand de west uitgebuit en de aanstichter van het laatste:";;4;5;120;vreemdelingen;2024-10-18 16_04_37.370274;0.144328474998474;0.003397296648472;0.000093008537078;0.000064971638494;0.000021746283892;0.084687478840351;0.001112759462558;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
129;07b0c70a2570baa3;3b018e62458ecbd2;ffda2d7045d7f747;2024-10-13T22:16:34.000Z;"Dus hij gaat alle vreemdelingen terugsturen? 
Ben benieuwd hoe hij dat gaat doen….!!!";2.0;;3;96;vreemdelingen;2024-10-18 16_04_37.370274;0.013463917188346;0.000248668802669;0.000019361559680;0.000081306767242;0.000007506303973;0.024279899895191;0.000293562537991;5. Is neutral.
130;8be2ef4698e130f3;e7ebecfa742f4450;2c3697784fbd6e1b;2024-10-17T08:43:02.000Z;"Nee. Werken, inspannen loont niet. Bevolking betaald zich blauw aan energiebelasting;beter gesitueerden de subsidies van gas af, isolatie, zonnepanelen, EV’s. Inmiddels miljoen vreemdelingen in de kost. oorlogsinspanningen, uitkopen boerenstand, EU-lasten, financieren Zuid-Europa";;;8;67;vreemdelingen;2024-10-18 16_04_37.370274;0.137861445546150;0.000971906178165;0.002520052716136;0.000105871229607;0.000019527486074;0.112696111202240;0.000698219111655;1. Against immigration, migrants, foreigners, refugees, or Muslims.
131;24c829bdbfab0f45;2122354e77c024c4;888d24a3ec8e9b31;2024-10-16T18:21:40.000Z;"Trumpiaanse volkolder.

De Plaats Vervangende Vreemdelingen kiezers vinden het schitterend.";1.0;1;3;528;vreemdelingen;2024-10-18 16_04_37.370274;0.186893418431282;0.000030222237910;0.000085835235950;0.000704256934114;0.000020888879590;0.057930320501328;0.001140061649494;1. Against immigration, migrants, foreigners, refugees, or Muslims.
132;f50eb5925aef2468;6233bb752a156bb2;94a2c9acda115186;2024-10-12T20:34:49.000Z;"In 1930 e.v. werden de vreemdelingen van toen: Joden, Roma en Sinti stelselmatig gedemoniseerd door de fascistische partijen van toen. Andere partijen spraken zich wel uit maar dat hielp niet!
Nu demoniseren partijen als @BoerBurgerB
 en @geertwilderspvv de vreemdelingen van nu..";;1;10;1,7K;vreemdelingen;2024-10-18 16_04_37.370274;0.120381213724613;0.000446814665338;0.000022072645152;0.000051185943448;0.000010241132259;0.045019764453173;0.000524810922798;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
133;ecf3d6d478f091d5;08f53c52b4a1b801;de43e306dc45f4e2;2024-10-11T17:58:07.000Z;"Geachte heer Ceder,
U bekommert zich heel erg om het lot van vreemdelingen, die hier met leugens een plekje proberen te bemachtigen. Weet U dat er ook tienduizenden Nederlandse daklozen zijn? Die zitten helemaal in de knel, en de winter komt er aan.";;;7;33;vreemdelingen;2024-10-18 16_04_37.370274;0.078993640840054;0.000009798869542;0.001036065048538;0.000072979775723;0.000109130072815;0.008706884458661;0.000109049462480;1. Against immigration, migrants, foreigners, refugees, or Muslims.
134;28e752f423018073;6f9f8a0b41000164;c3a906bbba2107c9;2024-10-12T09:06:35.000Z;Volgens Hedy d’Ancona als PvdA Staatssecretaris en Minister kwam zij ons vertellen in een Tv-interview dat wij Hollanders veel konden leren van al die vreemdelingen die massaal naar Nederland zijn gekomen en daarin heeft zij gelijk gekregen de criminaliteit rijst de pan uit uit.;;;2;102;vreemdelingen;2024-10-18 16_04_37.370274;0.102561004459858;0.000026476778658;0.000028409551305;0.000397311407141;0.000224618866923;0.030267845839262;0.000318842590787;1. Against immigration, migrants, foreigners, refugees, or Muslims.
135;aceedb10d4bf9a0a;5524a7568cc17751;e672b593784f7cf6;2024-10-13T17:47:30.000Z;Toont nog maar eens aan hoeveel vreemdelingen er daar wonen!;;1;14;188;vreemdelingen;2024-10-18 16_04_37.370274;0.462337851524353;0.000043068805098;0.000057994850067;0.000012298245565;0.000014034433661;0.015137338079512;0.000062359489675;1. Against immigration, migrants, foreigners, refugees, or Muslims.
136;8e355a9f328b9afa;f1e5d8646b762a1d;f72ceb49e797966a;2024-10-15T17:12:36.000Z;Natuurlijk mag iedereen eten wat hij wil, maar dit is het omgekeerde. Dit is de boodschap geven: die vreemdelingen moeten maar eten wat de pot schaft. We moeten daar nu toch niet zo naïef over doen?;;;3;141;vreemdelingen;2024-10-18 16_04_37.370274;0.038756281137466;0.000023961114493;0.000832033460028;0.000011929697393;0.000004624354460;0.129816532135010;0.001395828556269;1. Against immigration, migrants, foreigners, refugees, or Muslims.
137;caca72dadfff3502;2a54804a4b95a98a;155e52531e01eb63;2024-10-15T19:37:15.000Z;"Nederland anno 2024.
Ruimdenkend? Innovatief? Open minded? Nuchter Landje? 
Niets van dat alles meer.
Bejaarden beroofd, Homo's bespuugd, Steden vol met vreemdelingen.
Dit land is totaal de controle kwijt ; Letterlijk (Rutte heeft het afgegeven aan Brussel) en figuurlijk.";3.0;;14;2,2K;vreemdelingen;2024-10-18 16_04_37.370274;0.505975484848022;0.000182055955520;0.000003741053661;0.000152551583596;0.000040941366024;0.059932589530945;0.000808347831480;1. Against immigration, migrants, foreigners, refugees, or Muslims.
138;fd54f9a3bc984468;2658f96e60fa5608;a58d71e210cab070;2024-10-11T12:38:32.000Z;"Nu het om het weren van ongewenste vreemdelingen gaat, heeft deuglinks de mond vol over ""democratie"" en ""de rechtstaat"". Waar waren zij tijdens de corona hoax toen beide met voeten getreden werden?";1.0;4;9;179;vreemdelingen;2024-10-18 16_04_37.370274;0.136288583278656;0.000005708463050;0.000069402543886;0.000021827501769;0.000007254990578;0.014856270514429;0.000089188099082;4. Against those that support immigration, migrants, foreigners, refugees, or Muslims.
