date,ranking,classification,classification nr,text,id,replies,retweets,likes,quotes,total_eng,topic
2022-12-14 19:07:31,79,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-14 19:07:31,80,normal,0.8032447696,"STOP THE STEAL.

#stopthesteal
#TwitterFiles",1602055759059206145,1,9,27,,37,Twitter files
2022-12-14 19:07:31,81,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-13 19:10:20,0,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,482,4114,20989,,25585,Twitter files
2022-12-12 15:46:30,36,normal,0.7500622869,"Further manipulating the public discourse, Yoel and his cronies (despite being aware of their political bias) deliberately twist the ToS to further their agenda.

One employee was “appalled” by what he saw when searching #StopTheSteal hashtag.

Of course it was promptly banned.",1601748315334287360,1,,1,,2,Twitter files
2022-12-13 19:10:20,9,normal,0.8199251294,This handling of #stopthesteal tweets for me is one of the most problematic actions taken by Twitter as revealed so far.,1601746824024363009,2,6,18,,26,Twitter files
2022-12-13 19:10:20,9,normal,0.8199251294,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746824024363009,2,6,18,,26,Twitter files
2022-12-13 19:10:20,14,normal,0.8050474524,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601747157589012480,,1,4,,5,Twitter files
2022-12-13 19:10:20,17,normal,0.7426475286,Censored by the libertarians! @LPNational @mfa_russia @CIA @FBI @NSACyber Help! Lol twitter.com/Patr10tByrne/s…,1602672239308148736,,1,,,1,Twitter files
2022-12-13 19:10:20,19,normal,0.7491104603,#TwitterFiles #TwitterFiles4 So they were going after the #stopthesteal,1601746559657742336,,1,3,,4,Twitter files
2022-12-13 19:10:20,19,normal,0.7491104603,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746559657742336,,1,3,,4,Twitter files
2022-12-12 15:46:30,37,normal,0.6727185845,If #stopthesteal Patriots can be charged with Sedition and Seditious Conspiracy for walking into and out of ‘The Peoples House’ surely @yoyoel’s meddling constitutes sedition and seditious conspiracy.,1601958161388560385,,,,,0,Twitter files
2022-12-13 19:10:20,21,normal,0.7500622869,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601748315334287360,1,,1,,2,Twitter files
2022-12-13 19:10:20,24,normal,0.8351488709,"Twitter employees recognize the difference between their own politics & (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601972695888969730,,,,,0,Twitter files
2022-12-13 19:10:20,25,normal,0.6406320333,"Surprise! Crime and Punishment still go together:

https://cnsnews.com/commentary/hans-bader/crime-plunges-el-salvador-criminals-are-sent-prison…
#HowDeepTheSwamp #SwampNeedsDraining #DrainTheSwamp #AmericaFirst #MAGA #SaveAmerica #Trump2024 #StopTheSteal #TrueTheVote #Twitterfiles",1601365387299672065,,,2,,2,Twitter files
2022-12-12 7:05:18,49,normal,0.7377821803,"Roth immediately DMs a colleague to ask that they add ""stopthesteal"" & [QAnon conspiracy term] ""kraken"" to a blacklist of terms to be deamplified. 

Roth's colleague objects that blacklisting ""stopthesteal"" risks ""deamplifying counterspeech"" that validates the election.",1601751248294010880,,,,,0,Twitter files
2022-12-13 19:10:20,26,normal,0.7605831623,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601750780662280192,,,,,0,Twitter files
2022-12-13 19:10:20,27,normal,0.733379066,"Dear @ElonMusk, @Twitter terminated @Ali around the time Twitter was also banning people including @JoeyArnold for spreading the #StopTheSteal hashtag which emerged in 2020. The Jan6 rally. But no incitement to violence. It was not like a border crisis insurrection invasion.",1600968441888112640,2,,,,2,Twitter files
2022-12-13 19:10:20,27,normal,0.733379066,A shout out to my friend @Ali a patriot who I hope will be joining @LauraLoomer and me here again on Twitter and thanks again to @ElonMusk for his commitment to fairness and free speech,1600968441888112640,2,,,,2,Twitter files
2022-12-13 19:10:20,28,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-12 7:05:18,50,normal,0.7131910324,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601934381895008256,,,,,0,Twitter files
2022-12-13 19:10:20,33,normal,0.6660653949,"Twitter were so worried about #stopthesteal causing anti govt sentiment, but were so proud to support arab spring to topple foreign govt.
The hypocrisy is nauseating",1601773610212827137,,,,,0,Twitter files
2022-12-12 17:44:40,20,normal,0.7875014544,"The Court Case Isn't About Trump or the Outcome It's About a Breach in Natl. Security | Loy Brunson 

Special guest Loy Brunson 'The Brunson Brothers Supreme Court Case talks with Pete Santilli. Share this interview far and wide!

https://rumble.com/v1y8gym-the-court-case-isnt-about-trump-or-the-outcome-its-about-a-breach-in-natl.-.html…
#lections #stopthesteal",1600359384076365824,,1,1,,2,Twitter files
2022-12-13 19:10:20,34,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-13 19:10:20,35,normal,0.6660653949,"Twitter were so worried about #stopthesteal causing anti govt sentiment, but were so proud to support arab spring to topple foreign govt.
The hypocrisy is nauseating",1601773610212827137,,,,,0,Twitter files
2022-12-12 17:44:40,24,normal,0.6660653949,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601773610212827137,,,,,0,Twitter files
2022-12-13 19:10:20,36,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-12 17:44:40,40,normal,0.7145193219,"26.  The group then decides to apply a “Learn how voting is safe and secure” label because one commenter says, “it’s totally normal to have a 2% error rate.” Roth then gives the final go-ahead to the process initiated by the FBI:",1601368867141718017,,1,6,,7,Twitter files
2022-12-13 19:10:20,48,normal,0.7377821803,"Stop the steal pissed off Joel.

#stopthesteal",1601751248294010880,,,,,0,Twitter files
2022-12-11 23:12:29,13,offensive,0.4177026451,"Let me get this straight @yoyoel who decided that #STOPTHESTEAL should be suppressed?  Your complete scum. 

100% cuck",1601749091989409792,1,,3,,4,Twitter files
2022-12-13 19:10:20,49,normal,0.8007176518,"Can we get data on how far former twitter employees went tried to suppress #StopTheSteal in 2018, 2020, and can we cross reference Jan 6th Detainees with twitter suspensions 
@elonmusk",1600366245727330304,,1,1,,2,Twitter files
2022-12-13 12:49:17,1,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,480,4103,20938,,25521,Twitter files
2022-12-13 12:49:17,5,normal,0.7973869443,"Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識していますが、""#stopthesteal""ハッシュタグを巡る一連のやり取りで明らかになったように、禁止ツイートを排除するために、コンテンツの複雑な解釈を行っています。",1601841506951737344,1,6,26,,33,Twitter files
2022-12-13 12:49:17,8,normal,0.8050474524,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601747157589012480,,1,4,,5,Twitter files
2022-12-13 12:49:17,11,normal,0.733379066,"Dear @ElonMusk, @Twitter terminated @Ali around the time Twitter was also banning people including @JoeyArnold for spreading the #StopTheSteal hashtag which emerged in 2020. The Jan6 rally. But no incitement to violence. It was not like a border crisis insurrection invasion.",1600968441888112640,2,,,,2,Twitter files
2022-12-13 12:49:17,11,normal,0.733379066,A shout out to my friend @Ali a patriot who I hope will be joining @LauraLoomer and me here again on Twitter and thanks again to @ElonMusk for his commitment to fairness and free speech,1600968441888112640,2,,,,2,Twitter files
2022-12-12 17:44:40,45,normal,0.7131910324,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601934381895008256,,,,,0,Twitter files
2022-12-13 12:49:17,16,normal,0.7532108426,"This is a fascinating read: Victor Davis Hansen asks and brutally answers the question:

https://amgreatness.com/2022/12/04/how-corrupt-is-a-corrupt-media/…
#HowDeepTheSwamp #SwampNeedsDraining #DrainTheSwamp #AmericaFirst #MAGA #SaveAmerica #Trump2024 #StopTheSteal #TrueTheVote #Twitterfiles",1600501766734467074,,1,2,,3,Twitter files
2022-12-13 12:49:17,20,normal,0.8203430176,"8. Twitter Files 4
Élimination Donald Trump

Les employés de Twitter constatent la différence entre leurs décisions et les conditions d'utilisation de Twitter

Ils interprétent jusqu'à plus soif comme dans cet échange sur le hashtag #stopthesteal (souvent employé par Pdt Trump)",1601769619286433792,,4,3,,7,Twitter files
2022-12-11 23:12:29,17,normal,0.7500622869,"Further manipulating the public discourse, Yoel and his cronies (despite being aware of their political bias) deliberately twist the ToS to further their agenda.

One employee was “appalled” by what he saw when searching #StopTheSteal hashtag.

Of course it was promptly banned.",1601748315334287360,1,,1,,2,Twitter files
2022-12-13 12:49:17,23,normal,0.7500622869,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601748315334287360,1,,1,,2,Twitter files
2022-12-13 12:49:17,25,normal,0.8351488709,"Twitter employees recognize the difference between their own politics & (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601972695888969730,,,,,0,Twitter files
2022-12-13 12:49:17,26,normal,0.8007176518,"Can we get data on how far former twitter employees went tried to suppress #StopTheSteal in 2018, 2020, and can we cross reference Jan 6th Detainees with twitter suspensions 
@elonmusk",1600366245727330304,,1,1,,2,Twitter files
2022-12-13 12:49:17,27,normal,0.8138799667,"Thankful to @elonmusk for exposing how corrupt & AntiAmerican & AntiConstitutional Twitter was & Facebook still is.
No company should be aloud to do business in America unless they agree to follow all our laws & especially our Constitution?!?
#StopTheSteal",1601891141707857920,,1,1,,2,Twitter files
2022-12-11 17:13:53,33,normal,0.700001061,"Roth immediately DMs a colleague to ask that they add ""stopthesteal"" & [QAnon conspiracy term] ""kraken"" to a blacklist of terms to be deamplified. 

Roth's colleague objects that blacklisting ""stopthesteal"" risks ""deamplifying counterspeech"" that validates the election.",1601753971001274370,,,,,0,Twitter files
2022-12-13 12:49:17,28,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-11 17:13:53,37,normal,0.7131910324,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601934381895008256,,,,,0,Twitter files
2022-12-13 12:49:17,32,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-11 17:13:53,39,normal,0.7377821803,"Roth immediately DMs a colleague to ask that they add ""stopthesteal"" & [QAnon conspiracy term] ""kraken"" to a blacklist of terms to be deamplified. 

Roth's colleague objects that blacklisting ""stopthesteal"" risks ""deamplifying counterspeech"" that validates the election.",1601751248294010880,,,,,0,Twitter files
2022-12-11 17:13:53,40,normal,0.6476570964,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601755535149215744,,,,,0,Twitter files
2022-12-13 12:49:17,34,normal,0.7605831623,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601750780662280192,,,,,0,Twitter files
2022-12-13 12:49:17,35,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-11 17:13:53,42,normal,0.7145193219,"26.  The group then decides to apply a “Learn how voting is safe and secure” label because one commenter says, “it’s totally normal to have a 2% error rate.” Roth then gives the final go-ahead to the process initiated by the FBI:",1601368867141718017,,1,6,,7,Twitter files
2022-12-13 12:49:17,37,normal,0.7605831623,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601750780662280192,,,,,0,Twitter files
2022-12-13 12:49:17,38,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-11 23:12:29,30,normal,0.6727185845,If #stopthesteal Patriots can be charged with Sedition and Seditious Conspiracy for walking into and out of ‘The Peoples House’ surely @yoyoel’s meddling constitutes sedition and seditious conspiracy.,1601958161388560385,,,,,0,Twitter files
2022-12-14 19:07:31,20,normal,0.7548097968,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601812776804323330,,1,,,1,Twitter files
2022-12-13 12:49:17,51,normal,0.7548097968,"Having #stopthesteal in your profile got you”de-amplified.”
#TheTwitterFiles",1601812776804323330,,1,,,1,Twitter files
2022-12-14 19:07:31,69,offensive,0.6193282008,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601940159901335553,,,1,,1,Twitter files
2022-12-14 17:09:56,0,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,483,4133,21066,,25682,Twitter files
2022-12-14 17:09:56,9,normal,0.8199251294,This handling of #stopthesteal tweets for me is one of the most problematic actions taken by Twitter as revealed so far.,1601746824024363009,2,6,18,,26,Twitter files
2022-12-14 17:09:56,9,normal,0.8199251294,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746824024363009,2,6,18,,26,Twitter files
2022-12-14 17:09:56,10,normal,0.7973869443,"Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識していますが、""#stopthesteal""ハッシュタグを巡る一連のやり取りで明らかになったように、禁止ツイートを排除するために、コンテンツの複雑な解釈を行っています。",1601841506951737344,1,6,26,,33,Twitter files
2022-12-14 17:09:56,12,normal,0.4251355529,"#StopTheSteal “was based on a lie, & consequential for American democracy, providing a rallying point for those who sought to overturn a free & fair election”
https://donmoynihan.substack.com/p/elon-musk-and-all-the-conspiracy…
An attempted coup & seditious conspiracy is a much bigger deal than @Twitter limiting its spread.",1602306176137428992,1,5,14,,20,Twitter files
2022-12-14 17:09:56,13,normal,0.7817791104,#stopthesteal was censored harder than child p*rn on Twitter and you know why. #TwitterFiles4,1601746993310707712,,1,3,,4,Twitter files
2022-12-14 17:09:56,13,normal,0.7817791104,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746993310707712,,1,3,,4,Twitter files
2022-12-14 17:09:56,18,normal,0.7548097968,"Having #stopthesteal in your profile got you”de-amplified.”
#TheTwitterFiles",1601812776804323330,,1,,,1,Twitter files
2022-12-14 19:07:31,70,offensive,0.6193282008,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601940159901335553,,,1,,1,Twitter files
2022-12-14 17:09:56,21,normal,0.7426475286,Censored by the libertarians! @LPNational @mfa_russia @CIA @FBI @NSACyber Help! Lol twitter.com/Patr10tByrne/s…,1602672239308148736,,1,,,1,Twitter files
2022-12-14 17:09:56,28,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601924901904224257,1,,,,1,Twitter files
2022-12-14 17:09:56,29,normal,0.807774663,".
#StopTheSteal organizer #AliAlexander (now banned by Twitter), said three #GOP lawmakers helped plan his #January6th D.C. rally:

#AndyBiggs(@RepAndyBiggsAZ) 
#MoBrooks (@RepMoBrooks)
#PaulGosar(@RepGosar)",1600176559293227014,1,15,17,,33,Twitter files
2022-12-14 17:09:56,30,normal,0.8008177876,"The Twitter Files is the BIGGEST news story of the decade.

We now know that Twitter COLLUDED with Biden to censor posts they didn't like.

We now know that Twitter COLLUDED to alter the outcome of the 2020 election by surpressing the Hunter laptop story.

Insane.",1599209424685395968,,2,10,,12,Twitter files
2022-12-14 17:09:56,31,normal,0.7743914127,Twitterの社員は、自分たちのポリシーとTwitterの利用規約（TOS）の違いを認識していますが、「#stopthesteal」ハッシュタグをめぐる一連のやり取りで明らかになったように、禁止ツイートを排除するために、コンテンツの複雑な解釈をしていることも事実です。,1601751214232072193,1,,,,1,Twitter files
2022-12-14 17:09:56,31,normal,0.7743914127,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601751214232072193,1,,,,1,Twitter files
2022-12-14 17:09:56,39,normal,0.8245396018,"Is this supposed to be a joke? @BretBaier to interview Microsoft president Brad Smith. To be discussed: How they plan to ""firm up future elections"". Like I trust ANY tech company on anything pertaining to elections, especially after the #twitterfiles. #stopthesteal",1601281421553070080,,,3,,3,Twitter files
2022-12-14 17:09:56,40,normal,0.8203430176,"8. Twitter Files 4
Élimination Donald Trump

Les employés de Twitter constatent la différence entre leurs décisions et les conditions d'utilisation de Twitter

Ils interprétent jusqu'à plus soif comme dans cet échange sur le hashtag #stopthesteal (souvent employé par Pdt Trump)",1601769619286433792,,4,3,,7,Twitter files
2022-12-14 17:09:56,44,normal,0.8351488709,"Twitter employees recognize the difference between their own politics & (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601972695888969730,,,,,0,Twitter files
2022-12-14 17:09:56,49,normal,0.7377821803,"Stop the steal pissed off Joel.

#stopthesteal",1601751248294010880,,,,,0,Twitter files
2022-12-12 9:01:18,25,offensive,0.4177026451,"Let me get this straight @yoyoel who decided that #STOPTHESTEAL should be suppressed?  Your complete scum. 

100% cuck",1601749091989409792,1,,3,,4,Twitter files
2022-12-14 17:09:56,57,normal,0.7543347478,#Twitter #TwitterFiles #StopTheSteal,1602461774665719809,10,106,150,,266,Twitter files
2022-12-14 17:09:56,57,normal,0.7543347478,"FAMILIAR FACES ON TWITTER WERE PAID SHILLS FOR DEMS! 

Some of these accounts had over 100,000 followers! Bots, probably.",1602461774665719809,10,106,150,,266,Twitter files
2022-12-15 0:48:43,17,normal,0.6799663305,"Yoel and his tweep-creeps were actively suppressing / shadow banning accounts with #StopTheSteal in their bios.

However simultaneously, they were subtly allowing tweets containing the hashtag to exist because they discovered far-left activists were using it to “counter protest.”",1601778969241878528,1,1,1,,3,Twitter files
2022-12-14 19:07:31,78,normal,0.7145193219,"26.  The group then decides to apply a “Learn how voting is safe and secure” label because one commenter says, “it’s totally normal to have a 2% error rate.” Roth then gives the final go-ahead to the process initiated by the FBI:",1601368867141718017,,1,6,,7,Twitter files
2022-12-14 17:09:56,61,normal,0.788443625,"US intelligence and Big Tech interfere in American elections. The truth behind shadow bans.
#TwitterFiles, #TwitterFBI, #TwitterDNC, #TwitterCensorship, #TwitterElectionFraud, #DanBangino, #StopTheSteal, #TwitterMattGaetz, #TwitterElectionInterference",1602055925078331392,,,1,,1,Twitter files
2022-12-14 17:09:56,63,normal,0.7033611536,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601756556034330624,,,,,0,Twitter files
2022-12-14 17:09:56,64,normal,0.8028787374,Yes! This sums up the strategy we see over and over—#FauciEmails #BallotHarvesting #StoptheSteal #TwitterFiles and even #BidenBorderCrisis. In every case selective details are emphasized or withheld. The outcome has been a misleading impression that is politically advantageous.,1599200937733632001,1,5,28,,34,Twitter files
2022-12-13 19:10:20,28,normal,0.7145193219,"26.  The group then decides to apply a “Learn how voting is safe and secure” label because one commenter says, “it’s totally normal to have a 2% error rate.” Roth then gives the final go-ahead to the process initiated by the FBI:",1601368867141718017,,1,6,,7,Twitter files
2022-12-13 19:10:20,33,normal,0.6660653949,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601773610212827137,,,,,0,Twitter files
2022-12-14 17:09:56,72,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-13 19:10:20,35,normal,0.6660653949,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601773610212827137,,,,,0,Twitter files
2022-12-14 17:09:56,73,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-14 17:09:56,74,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-14 17:09:56,76,normal,0.8032447696,"STOP THE STEAL.

#stopthesteal
#TwitterFiles",1602055759059206145,1,9,27,,37,Twitter files
2022-12-14 17:09:56,78,normal,0.7927678227,"President Donald J. Trump, just reinstated, already has twice as many Twitter followers as President Joe Biden. 

81,000,000 votes? More than Nixon, more than Reagan, more than Obama? Really? Does ANYBODY still really believe that?

No way, no how. Never happened.

#StopTheSteal",1594701948288204801,,1,3,,4,Twitter files
2022-12-14 22:54:15,0,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,483,4134,21072,,25689,Twitter files
2022-12-14 22:54:15,15,normal,0.4251355529,"#StopTheSteal “was based on a lie, & consequential for American democracy, providing a rallying point for those who sought to overturn a free & fair election”
https://donmoynihan.substack.com/p/elon-musk-and-all-the-conspiracy…
An attempted coup & seditious conspiracy is a much bigger deal than @Twitter limiting its spread.",1602306176137428992,1,5,14,,20,Twitter files
2022-12-15 0:48:43,62,offensive,0.6193282008,@yoyoel #STOPTHESTEAL you censorious fascist.,1601940159901335553,,,1,,1,Twitter files
2022-12-13 19:10:20,48,normal,0.7377821803,"Roth immediately DMs a colleague to ask that they add ""stopthesteal"" & [QAnon conspiracy term] ""kraken"" to a blacklist of terms to be deamplified. 

Roth's colleague objects that blacklisting ""stopthesteal"" risks ""deamplifying counterspeech"" that validates the election.",1601751248294010880,,,,,0,Twitter files
2022-12-14 22:54:15,20,normal,0.700001061,I'm more sympathetic to Twitter regarding the J6 and the #stopthesteal insanity.,1601753971001274370,,,,,0,Twitter files
2022-12-13 12:49:17,15,normal,0.8172411919,"SO #Stopthesteal was deamplified by Roth.
Any tweet with that hashtag or words didn't make it very far!",1601750961432952834,,,7,,7,Twitter files
2022-12-14 22:54:15,22,normal,0.7914534211,"Unreal!  Katie Hobbs’s office contacts Twitter to have posts removed!  So, the democrat candidate, who ran the AZ election, censored her political opponents, disrupted Election Day votes, and then threatened counties with prosecution if they didn’t declare her the winner.",1599417475191689217,2,1,8,,11,Twitter files
2022-12-14 22:54:15,23,normal,0.7927678227,"President Donald J. Trump, just reinstated, already has twice as many Twitter followers as President Joe Biden. 

81,000,000 votes? More than Nixon, more than Reagan, more than Obama? Really? Does ANYBODY still really believe that?

No way, no how. Never happened.

#StopTheSteal",1594701948288204801,,1,3,,4,Twitter files
2022-12-14 22:54:15,27,normal,0.6406320333,"Surprise! Crime and Punishment still go together:

https://cnsnews.com/commentary/hans-bader/crime-plunges-el-salvador-criminals-are-sent-prison…
#HowDeepTheSwamp #SwampNeedsDraining #DrainTheSwamp #AmericaFirst #MAGA #SaveAmerica #Trump2024 #StopTheSteal #TrueTheVote #Twitterfiles",1601365387299672065,,,2,,2,Twitter files
2022-12-14 22:54:15,32,normal,0.8050474524,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601747157589012480,,1,4,,5,Twitter files
2022-12-13 12:49:17,27,normal,0.8138799667,"Indeed, notes Roth's colleague, ""a quick search of top stop the steal tweets and they’re counterspeech""

But they quickly come up with a solution: ""deamplify accounts with stopthesteal in the name/profile"" since ""those are not affiliated with counterspeech""",1601891141707857920,,1,1,,2,Twitter files
